PUBCHEM_CID,unstable,canonical_smiles
654450,0,O=C(NCc1ccco1)c1nc2nc(-c3cccs3)cc(C(F)(F)F)n2n1
651756,0,COc1ccc2[nH]c(=O)c(-c3noc(-c4ccc(F)cc4)n3)cc2c1
2120761,0,O=C(c1ccc2ccccc2c1)N1CCN(c2ccc(O)cc2)CC1
2120852,0,O=C(Nc1cc(C(F)(F)F)ccc1N1CCOCC1)c1n[nH]c(=O)c2ccccc12
804919,0,O=C(O)CCC(=O)Nc1nc(-c2ccccc2)cs1
699459,0,O=S(=O)(c1ccc(Cl)cc1)c1ccccn1
3237670,0,CCCCCn1c(=O)[nH]c2cc(C(=O)NCCCN3CCCCC3)ccc2c1=O
3239035,0,COc1ccc(Cn2c(=O)[nH]c3cc(C(=O)NCCCN4CCCCC4)ccc3c2=O)cc1
68261,0,O=c1c2ccccc2nc2n1CCC2
3243406,0,COc1ccc(-c2nc(CS(=O)CC(=O)N3CCC4(CC3)OCCO4)c(C)o2)cc1
1305820,0,Cc1onc(-c2ccccc2)c1C(=O)Nc1nnc(COc2ccc(Cl)cc2)s1
1245328,0,O=C(Nc1ccc(C(=O)N2CCCC2)cc1)c1ccccc1F
2958396,0,c1ccc(-c2nnc3n2NC(c2ccc4c(c2)OCO4)S3)cc1
1246434,0,O=C(Nc1nnc(C2CCCCC2)s1)c1ccc(Br)s1
1079729,0,COc1cccc(CNc2ccc(S(=O)(=O)Nc3nccs3)cc2)c1O
664662,0,COc1ccc2[nH]c(=O)c(-c3noc(-c4ccccc4)n3)cc2c1
41368,0,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1
3245031,0,COCCNC(=O)c1ccc(Cn2c(=S)[nH]c3cc4c(cc3c2=O)OCO4)cc1
3237063,0,Cc1ccccc1-c1nc(CN2CCC(C(=O)NCCCN3CCOCC3)CC2)c(C)o1
790407,0,O=C(Nc1cccnc1)c1cccs1
6603237,0,CCCc1c(CC)c(=N)c2ccccc2n1C.I
2159,0,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC
3237082,0,Cc1ccccc1NC(=O)Nc1cccs1
2909,0,CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C
5289419,0,COc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2
4059,0,Cc1ccccc1OCC(O)CO
135398638,0,O=c1[nH]cnc2nc[nH]c12
1100832,0,O=C(Nc1cccc(C(F)(F)F)c1)c1cc2nc(-c3ccccc3)cc(C(F)(F)F)n2n1
5721447,0,N#C/C(=C\c1ccc(-c2ccc(C(=O)O)cc2)o1)c1nc2ccccc2[nH]1
5175738,0,Nc1c(C(=O)Nc2ccc(F)cc2)sc2nc(-c3cccs3)cc(C(F)(F)F)c12
15991160,0,O=C(Nc1ccc2oc(-c3cccnc3)nc2c1)c1ccc(-c2cccc(Cl)c2)o1
721046,0,Cc1ccc(-n2ncc3c(Nc4cccc(C(=O)O)c4)ncnc32)cc1
699254,0,O=C(Nc1ccc2oc(-c3ccncc3)nc2c1)c1ccccc1Cl
3697282,0,COc1ccc(C2C=C(c3ccc(Cl)cc3)Nc3nc(-c4ccc(Cl)cc4)nn32)cc1
3417885,0,O=S(=O)(Nc1nc2n(n1)C(c1ccccc1)C=C(c1ccc(Cl)cc1)N2)c1ccccc1
6407314,0,C#CCOc1ccc(-c2nnc(Nc3ccc(NC(C)=O)cc3)c3ccccc23)cc1
3571741,0,Cc1ccc(-c2cc(C(=O)NCc3cnn(C)c3)c3cc(Br)ccc3n2)cc1
2947897,0,Cc1nnc(N2C(=O)c3oc4ccccc4c(=O)c3C2c2ccc(F)cc2)s1
15991372,0,Cc1ccc2oc3c(c(=O)c2c1)C(c1ccc(O)cc1)N(CCCN(C)C)C3=O
2983992,0,N#Cc1ccc(C(=O)Nc2ccc(Cl)c(-c3nc4cc(Cl)ccc4o3)c2)c(F)c1
2982228,0,Cc1ccc2nc(-c3cc(NC(=O)c4ccc5c(c4)OCCO5)ccc3Cl)oc2c1
15991500,0,COc1ccc(-c2cc(C)nc3c(-c4ccc(OC)c(OC)c4)c(C)nn23)cc1
15991524,0,COc1ccc(-c2nc3ccccc3s2)cc1NC(=O)c1ccc(F)cc1
15988552,0,COc1ccc(OC)c(-n2c3c(cc(-c4nc(-c5ccc(Cl)cc5)cs4)c2=O)C(=O)CC(C)(C)C3)c1
15990026,0,Cc1nnc2c3ccccc3nc(N3CCN(c4ccccc4)CC3)n12
15990222,0,Cc1nc2sccn2c(=O)c1S(=O)(=O)Nc1ccc(N2CCN(S(C)(=O)=O)CC2)cc1
15990397,0,COc1cc(NC(=O)c2nc3ccccc3n(C)c2=O)cc(OC)c1OC
15990859,0,CCOc1ccc(/C=C/c2nc3ccccc3n2S(=O)(=O)c2ccc(Br)cc2)cc1
15990960,0,COc1ccc(N2Cc3cccc(C(=O)Nc4ccc(C(C)C)cc4)c3C2=O)cc1
2151568,0,COc1ccc(-c2nc3c(c(SCC(=O)Nc4ccc(C(=O)O)cc4)n2)Cc2ccccc2O3)cc1
16010509,0,CC(=O)N1CCc2c(sc3c2c(=O)n(-c2ccccc2)c(=O)n3CC(=O)c2ccccc2)C1
1243964,0,Cn1c(CN2CCCCC2)nc2cc(NC(=O)c3cccc(Br)c3)ccc21
929965,0,Cc1ccc(C(=O)Nc2nc3nc(-c4ccccc4)cc(=O)n3[nH]2)cc1
930029,0,Cc1ccc(C(=O)Nc2nc3nc(C)cc(=O)n3[nH]2)cc1
16015034,0,CCOC(=O)N1CCN(Cc2nc3cc(NC(=O)CC(C)C)ccc3n2C(C)C)CC1
16017615,0,COc1cccc(C(=O)Nc2nnc(S(=O)(=O)N3CCOCC3)s2)c1
16017831,0,Cn1cc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1
16017851,0,CC(=O)Nc1cccc(Nc2nc3ccccc3n3c(C)nnc23)c1
16018174,0,CCN(CC)CCCNC(=O)c1oc2c(c1C)-c1nn(Cc3ccc(Cl)cc3)cc1CC2
16018319,0,CCOc1ccc(-c2cn3c(n2)sc2cc(C(=O)NCCCN(CC)CC)ccc23)cc1
16020562,0,CCN(CC)CCNC(=O)C1CCN(c2nn3cc(-c4ccc(F)cc4)nc3s2)CC1
16021425,0,Cc1cccc(OCC(=O)Nc2ccc3nc(Nc4cccc(Cl)c4)cc(C)c3c2)c1
16022683,0,COc1ccc(Cn2c(C(=O)O)c(CNCc3ccco3)c3ccc(C)cc32)cc1
16023553,0,COCCNc1ncnc2onc(-c3ccc(F)cc3)c12
16024507,0,Cc1nn(-c2ccccc2)c2nc(C3CC3)cc(C(=O)Nc3ccc(F)cc3)c12
16025678,0,CC(C)(C)c1ccc(-c2nc(SCCCOc3ccccc3)n3[nH]c(=O)cc3n2)cc1
16025693,0,COc1cccc(C(=O)Nc2nc(-c3nnn(-c4ccccc4C(F)(F)F)c3C)ns2)c1
16025942,0,Cc1c(-c2nsc(NC(=O)c3cccc(Cl)c3)n2)nnn1-c1ccccc1C(F)(F)F
135410503,0,CC1=C(C(=O)Nc2ccccc2)C(c2ccc[nH]2)n2ncnc2N1
16029337,0,CCN(CCN(C)C)C(=O)C1CCN(S(=O)(=O)c2c(C)noc2/C=C/c2ccccc2F)CC1
135410529,0,CCS(=O)(=O)c1cccc(C(=O)Nc2ccc(-c3nc4ccccc4s3)c(O)c2)c1
16031361,0,COc1ccc(CNC(=O)Cn2nc3c(cc2=O)CCCC3)cc1
4705986,0,COc1ccc(C2c3c(oc4ccc(Cl)cc4c3=O)C(=O)N2CCCN(C)C)cc1OC
16033099,0,CC(=O)c1ccc(N2CCN(c3ccc(NC(=O)c4ccc(F)cc4)cc3C(=O)O)CC2)cc1
16033131,0,Cc1cccc(C(=O)Nc2ccc(N3CCC(N4CCCCC4)CC3)c(C(=O)O)c2)c1
16033135,0,O=C(Nc1ccc(N2CCC(N3CCCCC3)CC2)c(C(=O)O)c1)c1ccc(Br)cc1
16033196,0,CCCCNC(=O)CN1CCN(c2ncc(NC(=O)c3ccc(Cl)cc3)cc2C(=O)O)CC1
7205529,0,COc1ccc(Nc2ncnc3c2cnn3-c2ccc(C)cc2)cc1Cl
4190676,0,CCOC(=O)N1CCc2c(sc(NCc3ccc(N(C)C)cc3)c2C(=O)Nc2ccc(OC)cc2)C1
5162647,0,O=C(Nc1ccc(-c2nc3cc(NC(=O)c4ccccc4Cl)ccc3o2)cc1)c1ccccc1Cl
1511198,0,CNS(=O)(=O)c1cc(-c2nn3c(C)nnc3c3ccccc23)ccc1C
9872740,0,C[C@@H](O)CNC(C)(C)CC(=O)N[C@@H]1CCc2ccccc2N(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)C1=O
9893924,0,S=C(NCCCc1cnc[nH]1)NCCCN(Cc1ccc(Cl)c(Cl)c1)c1ccc(Br)cn1
5516,0,CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1
73265357,0,CCCNC(=O)[C@H]1O[C@H]1C(=O)N[C@H](C(=O)N1CCC[C@@H]1C(=O)OC)C(C)CC
7547,0,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1
6165447,0,NC(=O)C(=O)N/N=C/c1ccc([N+](=O)[O-])o1
71335,0,CN1C[C@@H]2C[C@H]1CN2c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1
34001,0,Cl.NCC1CCC(C(=O)Oc2ccc(CCC(=O)O)cc2)CC1
3086686,0,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C
9860529,0,O=c1cc(N2CCOCC2)oc2c1ccc1ccccc12
37907,0,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1
2377964,0,Cn1nnnc1Sc1ncnc2sccc12
2161,0,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1
3081361,0,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1
122077,0,O=C(O)Cn1c(C(=O)Nc2nc(-c3ccccc3Cl)cs2)cc2ccccc21
2678,0,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
5311,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO
11219835,0,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1
54685047,0,C=C1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.Cl
15571694,0,CC(=O)OC[C@]12CCC(C)=C[C@H]1O[C@@H]1[C@H](O)[C@@H](OC(C)=O)[C@@]2(C)[C@]12CO2
24871224,0,CC[C@H]1CN2CCC3CC(OC)C(OC)CC3[C@@H]2C[C@@H]1C[C@H]1NCCC2=C1CC(OC)=C(O)C2
5388936,0,CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)CCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H]2CCCN2C1=O
25109905,0,N=c1c2c(ccn1CCc1ccccc1)Oc1ccc3ccccc3c1C2c1ccccc1
25181364,0,Nc1c(-c2ccncc2)cc[nH]c1=O
25181365,0,Nc1c(-c2ccccc2)cc[nH]c1=O
25181366,0,CN(C)c1ccc(-c2cc[nH]c(=O)c2N)cc1
25181367,0,CN(C)C(=O)c1ccc(-c2cc[nH]c(=O)c2N)cc1
24180125,0,O=C(Nc1ccccc1-c1cn2c(CN3CCNCC3)csc2n1)c1cnc2ccccc2n1
2515,0,CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1
44142148,0,Cn1nnnc1Sc1ncnc2scc(-c3cccc(S(C)(=O)=O)c3)c12
2921716,0,CCC(=O)NC(c1cccs1)c1cc([N+](=O)[O-])c2cccnc2c1O
71900,0,Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1
9795907,0,Nc1scc2c(C(=O)O)nn(-c3ccccc3)c(=O)c12
644241,0,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1
44144342,0,CS(=O)(=O)c1ccccc1-c1csc(N2CCC(C(N)=O)CC2)n1
44144356,0,NC(=O)C1CCN(c2nc(-c3cccnc3)cs2)CC1
44144352,0,Cc1noc(C)c1-c1csc(N2CCC(C(N)=O)CC2)n1
44144360,0,NC(=O)C1CCN(c2nc(-c3cccc(N)c3)cs2)CC1
46907660,0,CC(=O)Nc1ccc(-c2csc(N3CCC(C(N)=O)CC3)n2)cc1
44144364,0,CN(C)C(=O)c1cccc(-c2csc(N3CCC(C(N)=O)CC3)n2)c1
46907760,0,CS(=O)(=O)c1ccc(-c2csc(N3CCC(C(N)=O)CC3)n2)cc1
44143157,0,CS(=O)(=O)c1cccc(-c2csc(N3CCC(C(N)=O)CC3)n2)c1
44341401,0,N[C@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4C[C@@H]4F)c3c2Cl)CC12CC2
44246403,0,CCCN1CNc2c(c(=O)[nH]c(=S)n2Cc2ccc(OC)c(OC)c2)C1
44820665,0,NCC(=O)Nc1cccc(-c2nn3c(=O)cc(N4CCNCC4)nc3s2)c1
49852946,0,Cc1ccc(-c2nc(NCC(=O)Nc3cccc(C(=O)O)c3)c3ccccc3n2)cc1
46907723,0,CN(C)C(=O)C1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1
46907697,0,O=C(C1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1)N1CCOCC1
46907661,0,O=C(C1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1)N1CCNCC1
46907713,0,NC(=O)C1CCN(c2ncc(Br)s2)CC1
46907712,0,NC(=O)C1CCN(c2ncc(Br)cn2)CC1
46907729,0,NC(=O)C1CCN(c2nccc(Cl)n2)CC1
46907727,0,NC(=O)C1CCN(c2nc(-c3ccc(N)cc3)cs2)CC1
46907680,0,COc1ccc(-c2csc(N3CCC(C(N)=O)CC3)n2)cc1OC
46907669,0,COc1cc(-c2csc(N3CCC(C(N)=O)CC3)n2)cc(OC)c1OC
46907689,0,CC(C)Oc1ccc(-c2csc(N3CCC(C(N)=O)CC3)n2)cc1
46907667,0,CC(C)(C)OC(=O)NC1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1
46907737,0,CC(=O)N1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1
46907724,0,NC1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1
46907754,0,Brc1ccc(-c2csc(N3CCC(c4nn[nH]n4)CC3)n2)cc1
46907674,0,CC(=O)NC1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1
46907688,0,O=C(c1ccco1)N1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1
46907709,0,O=C(c1ccccc1)N1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1
46907730,0,CS(=O)(=O)N1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1
46907747,0,NC(=O)N1CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1
9967941,0,Cc1cccc(-c2[nH]c(C(C)(C)C)nc2-c2ccc3nccnc3c2)n1
44246499,0,Cn1c2cc(S(C)=O)sc2c2cnn(Cc3cccc(N)c3)c(=O)c21
1005314,0,O=C(O)c1cccc(-n2cccc2/C=C2/NC(=O)N(c3cccc(Cl)c3)C2=O)c1
20969430,0,CC(=O)c1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)CC(=O)N4)CC2)cc1
49853075,0,Cc1ccnc(NC(=S)N2CCN(c3ccc(C(F)(F)F)cc3)CC2)c1
46907657,0,NC(=O)C1CCN(c2ncc(-c3cccc(N4CCOCC4)c3)s2)CC1
46907671,0,NC(=O)C1CCN(c2cc(-c3ccc4c(c3)OCCCO4)ncn2)CC1
46907666,0,O=C(O)C1CCN(c2ncc(-c3ccc4c(c3)OCCCO4)s2)CC1
46907678,0,COc1ccc(-c2cnc(N3CCC(C(N)=O)CC3)s2)cc1OC
23729147,0,Nc1nc(N)c2c(OCC3CCN(Cc4ccccc4F)CC3)cccc2n1
46907746,0,NC(=O)C1CCN(c2nnc(-c3ccc4c(c3)OCCCO4)s2)CC1
11551001,0,Cc1csc2c1c(=O)n(O)c(=O)n2Cc1ccccc1
24978538,0,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1
49853131,0,Cc1ccnc(NC(=S)N2CCN(c3ccc(N)cc3)CC2)c1
107970,0,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1
44968250,0,CCOC(=O)c1ccc(-c2ccc3ncnc(NCCc4cnc[nH]4)c3c2)o1
39886486,0,CC(=O)c1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)n(C)c(=O)n4C)CC2)cc1
44825300,0,CC(=O)c1ccc(N2CCN(C(=O)c3ccc4c(c3)CC(=O)N4)CC2)cc1
44825303,0,CC(=O)c1ccc(N2CCN(S(=O)(=O)c3ccc4[nH]c(=O)[nH]c4c3)CC2)cc1
10127622,0,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21
49787080,0,CN(C)[C@@H]1CCN(c2cccc(Nc3nn4c(=O)c5ccccc5nc4s3)c2)C1
46926046,0,CC1=C(C(=O)Nc2ccccc2Cl)C(c2ccccc2Br)N=C(Nc2nc3ccccc3o2)N1
49852229,0,O=C(Nc1ccc(F)c(C(F)(F)F)c1)Nc1nnc(-c2ccncc2)s1
2806493,0,O=C(Nc1ccccc1C(=O)Nc1cccc(C(F)(F)F)c1)c1ccccc1
46916190,0,CCNC(=O)c1ccc(-c2ccc3ncnc(NCC4CCCO4)c3c2)o1
46926057,0,CC1=C(C(=O)Nc2nncs2)C(c2ccccc2Br)N=C(Nc2nc3ccccc3o2)N1
46916310,0,O=C(NC1CCCc2c1cnn2-c1ccc(F)cc1F)c1ccccc1
46916317,0,CN(C)CC(=O)NC1CCCc2c1cnn2-c1ccc(F)cc1F
49853209,0,Cc1cc(C)nc(NC(=S)N2CCN(c3cccc(C(F)(F)F)c3)CC2)c1
49852856,0,FC(F)(F)c1ccc(N2CCN(C(=S)Nc3ccccn3)CC2)cc1
49853100,0,COC(=O)c1ccnc(NC(=S)N2CCN(c3cccc(C(F)(F)F)c3)CC2)c1
49852823,0,FC(F)(F)c1cccc(N2CCN(C(=S)Nc3nccc4ccccc34)CC2)c1
46926073,0,CC1=C(C(=O)Nc2nncs2)C2(CCCC2)N=C(Nc2nc3ccccc3o2)N1
46926078,0,CC1=C(C(=O)Nc2nncs2)C(c2nn(C)cc2Cl)N=C(Nc2nc3ccccc3o2)N1
46926080,0,CC1=C(C(=O)Nc2nncs2)C(c2[nH]ncc2Cl)N=C(Nc2nc3ccccc3o2)N1
56593329,0,COc1ccccc1C(=O)Nc1ccccc1C(=O)Nc1cccc(C(F)(F)F)c1
42376812,0,COc1cc(=O)n2c(c1C(=O)N(C)Cc1cscn1)CCN(C(=O)c1ccc(C)cc1C)CC2
53398697,0,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C
3038525,0,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl
9563318,0,O=C(N/N=C/c1ccc(Sc2ccccn2)o1)c1ccncc1
46947865,0,O=C(NC1CCCc2c1cnn2-c1ccc(F)cc1F)c1ccc(C2(C(F)(F)F)N=N2)cc1
9803963,0,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1OCC(=O)O
49853287,0,FC(F)(F)c1ccccc1-c1nc(NCc2ccc(Cl)cc2)c2ccccc2n1
49853141,0,FC(F)(F)c1ccc(CNc2nc(-c3ccccc3C(F)(F)F)nc3ccccc23)cc1
49853203,0,Cc1cc(C)nc(NC(=S)N2CCN(c3ccncc3)CC2)c1
49853134,0,Cc1cc(C)nc(NC(=S)N2CCN(c3ccc(F)cc3F)CC2)c1
49853294,0,Cc1cc(C)nc(NC(=S)N2CCN(Cc3cccc(C(F)(F)F)c3)CC2)c1
49853266,0,Cc1cc(C)nc(NC(=S)N2CCN(c3ccc(C(F)(F)F)cc3[N+](=O)[O-])CC2)c1
49853005,0,Cc1cc(C)nc(NC(=S)N2CCN(c3cc(C(F)(F)F)nc4ccccc34)CC2)c1
24889392,0,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1
