logS,canonical_smiles
-3.28729028435237,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
-3.54,O=C(O)c1ccccc1Nc1cccc(O)c1
-2.77853109189887,COC(=O)C(C)=COP(=S)(OC)OC
-3.45995079059609,COc1cc(Cl)c(Cl)cc1OC
0.0665680116333713,CCC(=O)C(=O)O
-0.95500000000094,Nc1ccc(N)c2ccccc12
-4.10002843924817,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
-4.28010679360294,CCC(C)C(C)C
-0.984459233449455,OCC(CO)(CBr)CBr
0.482541262069446,CC(C)OCCO
0.591790231689051,CC(C)C(=O)OC(=O)C(C)C
-1.01968360624898,O=C(O)C(Br)=C(Br)I
-7.86624086313766,COc1cc(OC)c(NC(=O)c2cc3ccccc3c(N=Nc3cc(C(=O)Nc4ccc(C(N)=O)cc4)ccc3OC)c2O)cc1Cl
-6.45636461736626,CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-]
-7.87283358804762,BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br
-0.182199999999999,CC(O)(CCl)CCl
-3.02660125186336,CCCCCCCCCCCN=C(O)c1cccnc1
0.976658543315457,OCCCF
-2.7448,CCC#CC(C)C
-0.346291596577957,CCC1CCCCN1
-4.31205103712607,NS(=O)(=O)c1cc2c(cc1Cl)CN(C1CCCCC1)C2=O
-2.27002571430044,CNC(=O)Nc1ccc(OC)c(Cl)c1
-8.00726574085293,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)C3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1C(C2)[N+](C)(C)CC3
1.13030079867092,OCC1CO1
-4.22290576640395,Ic1ccccc1I
-3.72552550260235,CCCCCCCCCC=O
-1.3014755285648,N#CCCNC(CCC(=O)O)C(=O)O
-4.366128471125,CC(CC(C)(C)C)CP(=O)(O)CC(C)CC(C)(C)C
-4.7997172103784,CCCCCCCCCCC(C)(C)C(=O)NO
-2.05580916717687,COC(=O)c1ccc([N+](=O)[O-])cc1C(=O)O
-0.53,NC(C(=O)O)c1ccc(O)cc1
-7.26322880056951,CC(=O)C(N=Nc1cc(C(=O)Nc2cc(Cl)ccc2C)ccc1Cl)C(=O)Nc1cc(C)c(NC(=O)C(N=Nc2cc(C(=O)Nc3cc(Cl)ccc3C)ccc2Cl)C(C)=O)cc1C
-1.61121622923809,CCCCOC(=O)C=Cc1ccccc1
-6.67191763453791,COc1ccc(C(OCC2OC(n3cnc4c(NC(=O)c5ccccc5)ncnc43)CC2O)(c2ccccc2)c2ccc(OC)cc2)cc1
-0.200267936097509,CN(C)NC(=O)CCC(=O)O
-1.4186392601,C=C(C)C(=O)OCCOCCOCCOCCOC(=O)C(=C)C
-0.395004540381009,Cc1nc(C)c(C(=O)NN)cc1C(=O)NN
0.825815465752322,CCOC(=O)NC
-3.18463981818673,CCCCCC1CCC(=O)CC1
-2.34879146756058,Nc1cccc2cc(S(=O)(=O)O)ccc12
-3.54993783584241,COC(=O)C1(S(=O)(=O)c2ccc(Br)cc2)CCC1
-0.823908740944318,CN(C)C(=O)c1ccccc1
-5.63974051910813,CCCC(C)(C)C(C)C
0.8888753261,CC(=O)N1CCOCC1
-2.77078508900052,NC(CSCCCCCCSCC(N)C(=O)O)C(=O)O
-5.25440890715667,C#CC1(O)CCC2C3C=CC4=CC(=O)CCC4C3CCC21C
-1.82973828460504,COc1ccc(NC(N)=O)cc1Cl
-4.02812621428807,CSc1nc(NC(C)C)nc(NC(C)C)n1
-3.61643824397173,c1ccc2ccccc2c1
-2.86930954581045,CCOCCN(C(=O)CCl)C(=C(C)C)c1ccccc1
-1.1309,O=C(O)c1c(Cl)cccc1Cl
-2.01600001064479,O=C(O)COc1ccccc1[N+](=O)[O-]
-2.90690802294687,CC(C)CC(=O)OCc1ccccc1
-0.267399798671524,CC(C)N=NC(N)=O
-4.55,Ic1cccc2ccccc12
-1.60700256678326,CC(C)C(=O)OOC(C)(C)C
-4.4274701456148,CC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2
-4.39926512635303,CCCCOC(=O)c1ccccc1C(=O)OCCCC
-3.73240713144613,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23
-0.0945494336226093,CC1(C)CO1
-6.4523018063644,Cc1cc(C)c(C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O)c(C)c1
-2.89500000005725,Ic1ccccc1
-6.55566512799416,Clc1cc(Cl)c2cc(Cl)ccc2c1
-13.1719095823964,ClC1=C(Cl)C2(Cl)C3CCC4C(CCC3C1(Cl)C2(Cl)Cl)C1(Cl)C(Cl)=C(Cl)C4(Cl)C1(Cl)Cl
-2.03925131909848,C=C(C)C(=O)OCC(C)C
-4.54280340167862,CCCN(CCc1cccs1)C1CCc2c(O)cccc2C1
-2.46119013965694,COc1ccccc1Cl
-4.10807346812322,CC(C)CC(C)N
-6.9546943469,S=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1
-6.08990945440593,CCCCOCCOC(=O)CCCOc1ccc(Cl)cc1Cl
-1.16,Nc1cccc(S(N)(=O)=O)c1
-3.22,O=C(Oc1ccccc1)n1c(O)ncc(F)c1=O
-7.85866232595567,CCCCCCCCC=CCCCCCCCCCCCCC
-5.87387156539869,CCOCCOC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1
-5.05740615932206,CCN(C(=O)Oc1cccc(NC(=O)OC(C)C)c1)c1ccccc1
-5.24092865022873,CCOCCc1ccc(OCCN=c2[nH]cnc(CC)c2Cl)c(C)c1C
-4.80988556705485,CCCCCCCCCCCCC1CC(=O)N(C2CC(C)(C)NC(C)(C)C2)C1=O
-8.06248546361838,C=C(C)C(=O)OCCCCCCOc1ccc(C=CC(=O)OC)cc1
-6.5170402935,O=c1oc(-c2ccc(-c3nc4ccccc4c(=O)o3)cc2)nc2ccccc12
-2.43,NC(=O)c1cnc2n1CCc1ccccc1C21CCNCC1
-5.45165634511505,C1=CCCC=CCCC=CCC1
-6.5650965952,O=C=Nc1ccc(C(c2ccc(N=C=O)cc2)c2ccc(N=C=O)cc2)cc1
-2.68018631546132,O=C(O)C(F)(F)C(F)(F)C(F)(F)F
0.92759988504519,COCCOC(C)=O
-1.99165984785107,CC1CC(O)CC(C)(C)C1
-5.34802307840252,COc1cc([N+](=O)[O-])ccc1N=Nc1ccc(N(CCO)CCO)cc1C
-4.10943584446578,COc1ccc2c(c1OC)C(=O)OC2C1c2cc3c(cc2CCN1C)OCO3
-7.20865092819999,CCN(CCC#N)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1
-7.89735213434431,Cc1cc(-n2nc3ccc(Cl)cc3n2)c(O)c(C(C)(C)C)c1
-3.84584315865011,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1
-1.00038377188518,O=Cc1cc(O)ccc1O
-0.290107387983032,N#CCCCl
-4.2775563235883,CCOP(=S)(CC)Sc1ccccc1
-3.30924679725367,FC(F)(Cl)C(Cl)(Cl)Cl
-3.66962908361634,O=C(O)CCCOc1ccc(Cl)cc1Cl
-5.47379745764305,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1
-5.44071628176114,Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1
-1.5125,NC(Cc1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1)C(=O)O
-6.81350315104098,CCn1c2ccccc2c2ccccc21
-6.69002577839229,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
-4.55908656443424,O=[N+]([O-])c1c(Cl)cc(Cl)cc1Cl
-3.10100581997679,Nc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-]
-2.59224253582412,O=C(Nc1ccc(S(=O)(=O)O)cc1)c1cc2ccccc2cc1O
-3.08994526697974,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2CCC(F)(F)F)n1
-9.7264914034676,Brc1ccc(Br)c(-c2cc(Br)c(Br)cc2Br)c1
-3.97167891573113,S=C(Nc1ccccc1)Nc1ccccc1
-5.49641298222261,Nc1c(-c2nc3cc4c(cc3o2)C(=O)c2ccccc2C4=O)ccc2c1C(=O)c1ccccc1C2=O
-2.68984383937559,COc1ccc(CCNC(=O)CNc2cccc(C(N)=O)c2)cc1OC
0.179793712759621,CCC(CC)(CO)CO
-3.68413614677936,CCCC(=NOCC)C1C(=O)CC(C2CCCSC2)CC1=O
-2.96238978754443,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
-2.67352570969154,CCCCC(CC)COC(=O)C(C)O
-3.47919977070161,O=c1[nH]c(-c2ccccc2)ncc1Br
-4.9504317948,CC(=O)c1cc(Nc2nc(Nc3cc(C(C)=O)c(N)c4c3C(=O)c3ccccc3C4=O)nc(-c3ccccc3)n2)c2c(c1N)C(=O)c1ccccc1C2=O
-3.17368928915618,O=C(O)CCCC(C(=O)O)(c1ccccc1)c1ccccc1
0.21369699759681,CC(C)OCC1CO1
-1.99999999999999,NC(=O)Nc1cccc(Cl)c1
-1.35324197042954,CC(=O)OCC(O)C(OC(C)=O)C(OC(C)=O)C(C=O)OC(C)=O
-2.38222388130472,Oc1c(Cl)cc(Cl)cc1Cl
-3.63399999999999,CCOP(=S)(OCC)OCCSCC
-7.52450686022148,CCCCc1c2ccccc2cc2ccc3ccccc3c12
-2.46960010884659,Nc1cc(Cl)cc(C(=O)O)c1Cl
-2.95488133338787,Cc1c(Cc2c(C)n(C)n(-c3ccccc3)c2=O)c(=O)n(-c2ccccc2)n1C
-3.00015934488599,CCC(=O)Nc1ccc(Cl)c(Cl)c1
-1.00768292761763,CCCC1CCCNC1
-2.49005066937399,COC(=O)Nc1ncnc2nc[nH]c12
-1.94697673880765,CCOc1ccc(N(C(C)=O)C(C)=O)cc1
-1.93550088828542,Cc1ccc(C)c(O)c1C
-2.38601454777212,NC(=O)Cc1ccc(O)cc1
-3.65772080147604,CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1
-1.52405842263623,O=C(O)c1cccc(C(=O)O)n1
-0.1653,CCS(=O)(=O)C(C)(CO)S(=O)(=O)CC
-7.22,CCCCOC(=O)c1ccccc1C(=O)OCC(CC)CCCC
-7.8310984133,CCN(CC)c1ccc2cc(-c3nc4cc(S(N)(=O)=O)ccc4o3)c(=O)oc2c1
-2.16184995135123,Oc1ccc2ncccc2c1
-2.3656679880264,CC1=NN(c2ccc(C)cc2)C(=O)C1
-2.45020398674389,Cc1c[nH]c(=S)[nH]c1=O
-1.05151798995213,O=C(O)Cc1ccccc1C(=O)O
-1.25896207836048,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O
-2.00039634883001,O=[N+]([O-])Nc1ccccc1
-1.40990842716252,Cc1ccc(O)cc1C
-6.83577278643354,O=C(Nc1ccc(Cc2ccc(NC(=O)Oc3ccccc3)cc2)cc1)Oc1ccccc1
-1.19665735338134,CCC1(C)C(=O)NC(=O)NC1=O
-3.40011692792631,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
-3.59128108165435,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O
-2.00873639964317,FCC(F)(F)F
-3.29680637373597,CC1(C)SC2C(NC(=O)C(NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2C1C(=O)O
-2.94,CNc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12
-2.41005039867429,CNC(=O)Nc1cccc(Cl)c1
-3.24617228419379,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1
-2.10304293440369,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O
-1.6926402974,CC1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1
-3.63992145556807,Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NN3CCCCCC3)cc2)no1
-2.94015511580966,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1
-6.57784926578473,CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
-5.07999999999999,Cc1coc2cc3oc(=O)c(N)cc3cc12
-2.11070354256445,C=CC=CC=C
-4.30872444346487,COc1ccc2ccc(=O)oc2c1CC=C(C)C
-4.37310302858055,C=CCCCCCCCC(=O)OC
0.520918863670142,NCC(=O)O
0.106198966177258,CNC(=O)ON=C(SC)C(=O)N(C)C
-1.4873059801193,Nc1ccc(N)c([N+](=O)[O-])c1
-6.63750028047597,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C
-2.73960719171412,CCOC(=O)C(=Cc1ccc(OC)cc1)N=CO
-1.14026143380285,CC1(C)OCC2OC3(C(=O)O)OC(C)(C)OC3C2O1
-2.17957472335326,Sc1nc2ccccc2o1
0.916694947264625,CNCc1ccccc1
-5.73995976518723,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1
-2.28202358894215,CC(=O)c1cccc([N+](=O)[O-])c1
-0.148343006331755,ClCC1CO1
-4.72014583043501,CCOc1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1
-5.30928598920272,O=C1c2ccccc2C(=O)c2cc(O)ccc21
-4.6275740005923,CCCCCCCCCC(=O)OC
-4.6399,Oc1c(Cl)cc(Cl)cc1Cc1ccccc1
-2.9204428533977,C=CCc1ccc(OC)cc1
-7.37801940919999,CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC
-1.25580328688643,O=C(O)C1=CCCCC1
-1.98057531008467,O=Cc1ccccc1Cl
-3.13095527616233,CC(C)(C)c1ccc(C=O)cc1
-4.67722723528938,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2
-7.0864973463,CC(C)CCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC(C)C
-2.33478290228157,Nc1ccc2[nH]c(=O)[nH]c2c1
-4.52287464814325,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O
-0.186900055903351,O=S(=O)(O)c1ncc[nH]1
-3.24523056680916,Cc1c(OCC(F)(F)F)ccnc1C[SH+](=O)c1nc2ccccc2[nH]1
-0.673709205111085,CC(=O)OCCBr
-1.7878191587996,OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC1C(O)C2O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O
-3.93499367690382,c1ccc(Oc2ccccc2)cc1
-1.3715240937709,Nc1ncnc2c1ncn2C1CCC(CO)O1
-2.63,CCN(CC)S(=O)(=O)c1ccc(N)cc1
-4.39203939594566,C=C(C)C(=O)OCCOCCOc1ccc(C(=O)c2ccccc2)cc1
-5.42069205178611,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1
-2.16790689877154,CC(=O)Nc1cccc([N+](=O)[O-])c1
-4.23083291298764,ClC=C(Cl)C(Cl)=C(Cl)Cl
0.759911966200558,c1ccncc1
-2.66454853908868,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CC(O)C2(O)C(=O)CO
-5.51470029932738,CC(C)c1ccccc1-c1ccccc1
-8.38318164822108,FC(F)(F)c1cccc(C(c2ccccc2)(c2ccccc2)n2ccnn2)c1
-5.29165609089742,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1Cl
-4.89143406981602,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1
-1.14999999999999,COc1ccc(C(=O)NN)cc1
0.179474130499999,CCCCCCCC(=O)OCC(O)CO
-6.6005678007,CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C
-3.02030845147738,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O
-3.9885265274909,c1ccc(OCCOc2ccccc2)cc1
-3.24450684547363,CC(O)COC(C)COC1CC2CCC1(C)C2(C)C
-0.28100018106064,O=[N+]([O-])CCl
-5.83984640094361,Cc1ccc2c(ccc3ccccc32)c1
-2.05972967651756,C=C(C)C1CC=C(C)C(=O)C1
-5.69061611116394,O=C(O)c1ccccc1P(c1ccccc1)c1ccccc1
-3.93748887897668,O=C(OCCOCCOC(=O)c1ccccc1)c1ccccc1
-2.63,N#CNC1=NCCN1Cc1ccc(Cl)nc1
-7.2711824653,CCC(COC(=O)CCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCCCC(C)C)COC(=O)CCCCCCCCCCCCCCC(C)C
-6.85971312993608,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl
-4.0312,CCOP(=S)(OCC)OP(=S)(OCC)OCC
-1.3429,Cc1nc2c(=O)n(C)c(=O)n(C)c2nc1C
-7.05361617440439,CC(C)CCCCCCOC(=O)c1ccc(C(=O)OCCCCCCC(C)C)cc1
-4.01353563160486,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1
-1.6695862266508,O=Nc1ccc(N=O)cc1
0.454144175699999,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
-1.90087214610358,CC(C)(C)C(NC=O)C(=O)O
-4.59,Cc1cc(C)c(C)cc1C
-1.41548499849676,CCCCOP(C)(=O)OCCCC
-3.66993110742218,CCCCCC(O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)O
0.754917543,O=C(O)CCS
-3.31029748577113,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1
-5.95875293335627,O=[N+]([O-])c1ccc(N=Nc2ccc(N(CCO)CCO)cc2Cl)cc1
-6.5037089898917,CC1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C
-1.60406892649169,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1
-3.31921377378327,O=S(=O)(c1ccccc1O)c1ccccc1O
-2.2969735693844,CCc1cc(C(N)=S)ccn1
-0.000616357940754457,CCc1ccncc1
-3.37102027484436,CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1
-1.72658967542066,CC1=C(C)S(=O)(=O)CCS1(=O)=O
-1.89978502800385,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1
-3.46997315149762,c1ccc2c(c1)CCCC2
-2.86966188853846,CC1c2cccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21
-1.21733351314835,Nc1ccc(S(N)(=O)=O)cn1
-4.81955507398633,CCOC(=O)C1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O
-3.94800000062044,c1coc(CNc2[nH]cnc3ncnc2-3)c1
-4.3802112417116,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl
-6.08626695663613,CCCCCC1CCCC1
-1.13539013577196,O=C(O)C(Br)C(Br)C(=O)O
-2.35702044667797,O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1
-3.84547295069999,Nc1nc(N)c(N=O)c(N)n1
0.962285731672771,Cc1ccc[n+]([O-])c1
1.1750718055,NCc1ccc(CN)cc1
-0.403199548246505,Cc1ccccc1N(C)C(N)=O
-5.30984026052129,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1
-0.349999801731574,NC(=O)OCc1ccccc1
0.522051562991013,Nc1nc[nH]n1
-1.2708824352003,CCCC=CC=O
-0.36374826555159,CC(C)CC(=O)O
-0.412092291368616,C#CC(O)CCC
-1.49947446288778,CCCCOP(=O)(OC)OCCCC
-5.96479456979876,C#CCOc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl
-1.85973856619714,Nc1ccc(C(=O)O)c(S(=O)(=O)O)c1
-1.06332647151071,Cc1occc(=O)c1O
-5.66920434,CCCCCCCCCCCCCCCCC(CO)CCCCCCCCCCCCCC
-6.27984156867044,CCCCC(C)(CC)CC
-4.44000000570573,C=CCCCCCC
-7.97371553539999,CC(C)(C)CC(C)(C)c1cc(Cc2cc(C(C)(C)CC(C)(C)C)cc(-n3nc4ccccc4n3)c2O)c(O)c(-n2nc3ccccc3n2)c1
-1.54639308728174,NC(=O)CCC(N)=O
-3.28916654158191,CCCCCCCCCCCCOC(=O)c1cccnc1
-3.50303729685676,O=c1c(Br)cccc(Br)c1O
-4.37187667262317,Cn1cc(C(=O)Nc2ccccc2C2CC2C2CC2)c(C(F)F)n1
-4.77075763057431,Cc1ccc(-c2ccc(B(O)O)c(F)c2)cc1
-8.67085119550073,CCOC(=O)C12CC1C=CCCCCN(C)C(=O)C1CC(Oc3cc(-c4nc(C(C)C)cs4)nc4c(C)c(OC)ccc34)CC1C(=O)N2
-2.76736157162496,CC(O)CCC1CCCCC1
-4.7168,C=CC(=O)Oc1c(Br)cc(Cl)c2cccnc12
0.986099999999999,CC(N)C(C)(C)C
-2.19108997561008,Nc1ccc(NCCO)c([N+](=O)[O-])c1
-2.05835370833296,CNC(=O)N(C)c1nnc(C(F)(F)F)s1
-7.94000068492515,Clc1c(Cl)c(Cl)c(Oc2ccccc2)c(Cl)c1Cl
1.3070323786,CC(O)C(=O)NCCO
-1.8409657225915,Cn1c([N+](=O)[O-])cnc1COC(N)=O
-3.68596197592426,Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
-4.01496092510395,CCCCCCC(O)CCCCCCCCCCC(=O)OC
-3.66037211243634,Cc1cc(Cl)ccc1NC(=S)N(C)C
-0.15,CC(=O)C(C)C
-6.51204133054639,CCN(CC)c1ccc(C(=O)c2ccc(N(CC)CC)cc2)cc1
-2.04687373897566,CC(=O)C=Cc1ccccc1
-4.23,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1
-1.3143997659495,CC(=O)NC(NC(C)=O)c1ccccc1
-5.11456852912857,CC(C)(C)OOC(C)(C)C#CC(C)(C)OOC(C)(C)C
-1.34859985785228,O=C(OCC(=O)N1CCC(O)CC1)c1ccccc1
-6.16734061990548,Cc1cc(C)c(O)c(C(c2cc(C)cc(C)c2O)C(C)C)c1
