pchembl_value,canonical_smiles
4.8,COCC/N=C1\OC(=O)N2C(=O)C3=C4[C@@H](C[C@H]5C(=O)N(CC(=O)OC)C(=O)[C@H]5[C@H]4[C@@]12Cc1ccccc1)[C@H]1C(=O)N(CC(=O)OC)C(=O)[C@H]1[C@H]3C
5.8,C=CCC(O)CC1C2C(CC(O)CC=C)C3C1C3C2OC(C)(C)C
6.1,COc1ccc(CNc2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)c(OC)c1
6.3,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
5.5,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
5.5,C[C@](O)(c1ccccc1)c1nccc2ccccc12
5.0,N#CCCn1c(=O)c(-c2cc(F)cc(F)c2)nc2cnc(Oc3cccc(Cl)c3)nc21
4.8,CCc1ccccc1OC[C@H](O)CN[C@@H]1CCc2ccccc2C1
5.7,Cc1cccc(CNc2ncnc3ccc(-c4ccc(C(=O)N(C)C)cc4)cc23)c1
5.9,COc1ccc(C(C)=O)c(O)c1
5.6,O=C(Oc1ccccc1)N1CCC2(CC1)CCN(c1ccccn1)CC2
4.4,CC(C)=CCOc1cc2oc(=O)ccc2cc1O
4.8,O=c1c(-c2cccc(Cl)c2)nc2cncnc2n1C1CC1
4.5,O=c1cccc2n1C[C@H]1CNC[C@H]2C1
6.9,FC(F)(F)c1ccccc1-c1cncnc1NCc1ccccc1
4.5,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl
4.8,COC(=O)[C@H]1C[C@@H]1[C@H](NS(=O)(=O)c1ccc2ccccc2c1)c1ccccc1
6.2,Cc1c2cnccc2c(C)c2c1c1ccccc1n2CCOC(=O)c1ccccc1
5.4,O=S(=O)(c1cccc2c(Cl)cccc12)N1CCCNCC1
4.4,CCOC(=O)c1c(C)cc(O)c(C=O)c1O
4.4,COC(=O)C1OC(=O)C2O[C@@]23[C@]2(C)C(OC(C)=O)CC4C(C)(C)C(=O)CC[C@]4(C)C2CC[C@@]13C
5.5,CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1ccccn1
5.1,COc1cc(OC)c(C(=O)CCCCN2CCC3(CC2)NC(=O)NC3=O)cc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1
5.0,CC(C)c1cccc2nc3c(c([Si](C)(C)C)c12)Cn1c-3cccc1=O
5.5,CN(C)C(=O)c1ccc(-c2nccc(-n3ccnc3)n2)cc1
6.2,S=C(NC1CCCCC1)N1CCC(c2cnc[nH]2)CC1
5.0,O=c1c(-c2cc(F)cc(F)c2)nc2cnc(N3CCNCC3)nc2n1Cc1cccs1
5.9,COc1ccc(C(=O)N2CCC[C@@]3(CCN(c4ccncc4)C3)C2)cc1
5.9,COc1ccccc1-c1cncnc1NCc1cnc(C)cn1
4.8,CC(=O)N1[C@H](Cc2ccccc2)C=C[C@]1(C)C(=O)NCCN1CCOCC1
4.8,COc1ncc2nc(-c3ccc(F)cc3)c(=O)n(CCC#N)c2n1
5.1,CCNc1ncc2nc(-c3cccc(C#N)c3)c(=O)n(CCC#N)c2n1
5.1,COCCNC(=O)[C@@]1(C)C=C[C@@H](Cc2ccccc2)N1C(=O)c1ccccc1
4.8,Clc1ccccc1-c1nccc(NCCN2CCOCC2)n1
4.9,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
4.4,COCC(=O)N1CCC2(CCCN(C(=O)Nc3ccc(OC)cc3)C2)CC1
5.0,O=c1c(-c2ccc(Cl)cc2)nc2cncnc2n1Cc1ccccc1
4.8,CCCn1c(-c2ccc(F)cc2)nc2c(NCCCCN3CCCC3)nc(C)nc21
4.5,Cc1cnc(CNc2ccnc(-c3ccc(C(=O)N(C)C)cc3)n2)cn1
5.4,CC1(C)CC(=O)c2c(oc3cc4c(cc23)OCO4)C1
5.5,O=C(/C=C\c1ccc(O)cc1)c1ccc(O)cc1O
4.8,C1COC(NC(C2CC2)C2CC2)=N1.O=C(O)/C=C/C(=O)O
6.7,c1ccc2c(-n3ccnc3)nc(-c3ccoc3)nc2c1
5.3,CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1
4.6,Cc1ccc(N)c(N)c1
4.9,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C.O=C(O)/C=C\C(=O)O
4.7,N#Cc1cccc(-c2nc3cnc(N4CCNCC4)nc3n(C3CC3)c2=O)c1
4.9,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
4.5,C=CCN1CCc2cccc3c2[C@@H]1Cc1ccc(O)c(O)c1-3
5.4,C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N([C@@H](C)c4ccccc4)C(=O)[C@H]3CC[C@@H]12
4.7,COc1cc(OC)c2c(=O)c(-c3ccccc3)c(C)oc2c1OC
5.4,N#Cc1ccc(C23CC4(C2)[C@H](CN(Cc2cccnc2)[C@@H]4c2ccccc2)C3c2ccccc2)cc1
4.9,COc1cc2c(cc1OC)C(=O)OC2
5.0,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C
4.6,O=C(c1csnn1)N1CCC2(CC1)CN(c1ccccn1)C2
4.8,CC1(C)CC[C@]2(C(=O)O)C(O)C[C@@]3(C)C(=CCC4[C@@]5(C)CCC(O)C(C)(C)C5CC[C@@]43C)C2C1
5.9,O=C1CC2(CCCC2)CC(=O)N1CCNC[C@H]1COc2ccccc2O1
4.8,COc1cccc(-c2ccc3ncnc(N4CCN(C)CC4)c3c2)c1
4.8,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S
4.8,COc1cccc2sc(N)nc12
5.4,Cc1ccc(/C=C/C2=CC3(C)CC2(C)C(c2ccc(C)cc2)CC3=O)cc1
4.7,CCN(CC)CCCC(C)n1c(-c2ccccc2)nc2c(NCCOC)nc(C)nc21
4.8,COCCn1c(=O)c(-c2cc(F)cc(F)c2)nc2cnc(OC)nc21
5.5,O=c1c(O)c(-c2ccccc2)oc2ccc3occc3c12
5.9,CS(=O)(=O)O.Cc1c(C(=O)c2cccc3ccccc23)c2cccc3c2n1[C@H](CN1CCOCC1)CO3
4.6,CN1CCN(c2ncc3nc(-c4cc(F)cc(F)c4)c(=O)n(CCc4ccccc4)c3n2)CC1
4.6,Cc1ccc(S(=O)(=O)Oc2ccc(/N=N/c3ccc(-c4ccc(/N=N/c5c(O)ccc6cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c56)c(C)c4)cc3C)cc2)cc1.[Na+].[Na+]
5.0,COc1ccccc1CCn1c(=O)c(C)nc2cncnc21
4.9,COCCN(CCOC)c1nc(C)nc2c1nc(-c1ccccc1)n2CCCN1CCCCC1C
5.9,N#Cc1cccc(-c2nc3cnc(Oc4cccc(Cl)c4)nc3n(C3CC3)c2=O)c1
5.0,CS(=O)(=O)Nc1cccc(-c2ccc3ncnc(Nc4ccccc4)c3c2)c1
5.5,Cc1cc(C(C)(C)C)c(OCCCN2CCOCC2)c(C(C)(C)C)c1
5.4,COc1cccc([C@H]2Oc3ccc(OC)cc3/C(=N\O[C@@H](C)c3cn([C@H](CO)Cc4ccccc4)nn3)[C@@H]2O)c1
5.6,c1ccc(Nc2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)cc1
4.6,CCCCCCCCCCCCCC(=O)O[C@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]21OC(C)=O
4.7,C=C1C(=O)O[C@@H]2[C@@H]1CC/C(C)=C\CC[C@@]1(C)O[C@H]21
6.6,COC(=O)C1OC(=O)C2OC23[C@]2(C)C(O)CC4C(C)(C)C(OC(C)=O)CC(OC(C)=O)[C@@]4(C)C2CC[C@@]13C
4.6,CCCCc1ccc(C(=O)O)nc1
4.8,COc1ccc(C(=O)N2CCC3(CCCN(Cc4ccccc4OC)C3)CC2)cc1
5.4,C=CCC1(C)OC=Cc2nc3cc(Cl)c(Cl)cc3nc21
5.0,CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CCOC)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)N(C)C(=O)[C@H]12
5.4,Oc1ccc(CCNCc2cc3c(cc2Br)OCO3)cc1
5.1,O=C(c1cnccn1)N1CCC2(CCCN(c3ccccn3)C2)CC1
5.1,COc1ccc(-n2c(=O)c(-c3cccs3)nc3cnc(OC)nc32)cc1
5.5,COCCn1c(=O)c(-c2cn(C)c3ccccc23)nc2cncnc21
5.2,O=C(Oc1ccccc1)N1CCC2(CC1)CCN(c1ncccn1)CC2
4.8,CC1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C
5.0,O=C(c1ccco1)N1CCC2(CC1)CN(c1ccccn1)C2
5.3,Cn1cccc1C(=O)N1CCC[C@@]2(CCN(Cc3ccccc3)C2)C1
5.1,Nc1ccc(O)c(C(=O)O)c1
4.7,CCN1C[C@@]2(COC(=O)c3ccccc3N3C(=O)CC(C)C3=O)CC[C@H](OC)[C@]34C5C[C@H]6[C@@H](OC)C[C@@](O)(C5[C@H]6OC)[C@](O)(C13)[C@@H](OC)C24
5.5,CO[C@H]1COC(=O)C/C=C\[C@H](C)[C@@H](OC)COC(=O)[C@H](Cc2ccccc2)NC(=O)C/C=C\[C@@H]1C
4.8,CCNc1ncc2nc(-c3ccc(OC)cc3)c(=O)n(CCOC)c2n1
4.7,COCC(=O)N1CCC2(CCCN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)CC1
5.7,COC(=O)[C@@]1(Cc2ccccc2)[C@H]2c3cc(C(=O)N4CCCC4)n(Cc4ccc(O)c(OC)c4)c3C[C@H]2CN1C(=O)c1ccccc1
4.4,C[C@@H](N)Cn1ccc2cc(F)c(Cl)cc21
6.0,NCCS
6.0,CC(C)(C)c1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1
4.7,COc1cccc(Cn2c(=O)cnc3cncnc32)c1
4.6,OC1c2ccccc2-c2nc3ccccc3cc21
4.7,COC(=O)CNC(=O)C1(CC(C)C)C=CCN1C(=O)c1ccccc1
5.6,C=C(C)C(O)/C=C/c1ccccc1OC
5.6,O=C(c1ccncc1)N1CCC2(CC1)CN(c1ccc(-c3ccccc3)cc1)C2
4.8,CN(C)Cc1c[nH]c2ccccc12
5.4,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@@]5(CC)C=CCN6CC[C@]43[C@H]65)C2)C1
4.9,FC(F)(F)c1cc(CO[C@@H]2CCCN[C@H]2c2ccccc2)cc(C(F)(F)F)c1
4.8,COCCn1c(=O)cnc2cnc(Nc3cccc(OC)c3)nc21
5.5,COC(=O)[C@H]1[C@@H](c2ccccc2)[C@@]2(c3ccccc3)Oc3ccccc3[C@@]1(O)[C@@H]2O
5.4,NC(=O)c1ccccc1-c1nc(-n2ccnc2)c2ccccc2n1
4.5,CCCCC[C@H](O)C=C[C@H]1[C@H](O)CC(=O)[C@H]1CCCCCCC(=O)O
4.9,C=CCC1(C(C)CCC)C(=O)[N-]C(=S)NC1=O.[Na+]
4.7,CCOC(=O)C1(O)Oc2cc(OC)cc(OC)c2C(=O)C1c1ccccc1
4.9,CC(=O)OC1CC2C(C)(C)C(=O)C=C[C@]2(C)C2CC[C@@]3(C)C(c4ccoc4)OC(=O)C4O[C@@]43[C@]12C
4.6,O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21
5.5,COC(=O)N1CCC2(CC1)CCN(c1cccc(-c3ccccc3)c1)CC2
4.8,CCCCNc1nc(C)nc2c1nc(-c1ccccc1)n2CCN(C)C
5.1,C=C1C(=O)OC2C[C@@]3(C)CCCC(C)C3=CC12
4.8,COCC(=O)N1CCC2(CCCN(c3ccc(-c4ccccc4)cc3)C2)CC1
5.7,COc1cccc(Cn2c(=O)cnc3cnc(Nc4cccc(OC)c4)nc32)c1
4.7,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC
5.1,COc1cccc(-c2cc(NCc3cccs3)ncn2)c1
4.8,O=c1c(-c2ccc(F)cc2)nc2cnc(N3CCOCC3)nc2n1Cc1cccs1
5.6,CC(=O)OC1CC2C(C)(C)C(O)CC[C@@]2(C)C2CC[C@@]3(C)C(c4ccoc4)OC(=O)C4OC43[C@]12C
5.1,COC(=O)C1(Cc2ccccc2)C=C2C(=C(C(C)C)C(=O)C2C)CN1
5.5,C=CCOC(=O)C(C(C)=O)C(NC(=O)OC)c1ccc(F)cc1
5.4,CCCCCCC#CC1C=CC(Oc2ccc(C=O)cc2)C(CO)O1
4.8,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl
4.8,Cc1noc(C)c1-c1ccc2ncnc(Nc3ccc(F)cc3)c2c1
5.4,O=C(O)c1c(Br)c(Br)c(Br)c(Br)c1C1c2ccc(O)cc2Oc2cc(O)ccc21
4.5,Cc1ccc(OC[C@H](O)[C@H](C)NC(C)C)c2c1CCC2
4.9,COC(=O)[C@@H]1C[C@@]2(O)[C@@H](O)[C@@H](O)[C@@H](O)C[C@H]2N1CC1CCCCC1
4.9,CCC(=O)c1c(O)cc(O)cc1O
5.7,O=C(c1csnn1)N1CCC2(CCCN(C(c3ccccc3)c3ccccc3)C2)CC1
4.9,Cn1cccc1C(=O)N1CCC[C@@]2(CCN(C(c3ccccc3)c3ccccc3)C2)C1
5.8,C=C(CC1([C@@H](NP(=O)(c2ccccc2)c2ccccc2)[C@H]2C[C@@H]2CCN(C(=O)OCC)S(=O)(=O)c2ccc(C)cc2)CC1)c1ccccc1
4.7,CC(=O)NCCNc1ccnc(-c2ccccc2C)n1
5.5,CCCc1cc2c(n1Cc1ccc(OC)cc1)C(C)C1CN(C(=O)c3ccccc3)C(C)(C(=O)OC)C21
4.6,CN1CCN(c2ncc3nc(-c4cn(C)c5ccccc45)c(=O)n(-c4ccccc4)c3n2)CC1
7.0,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(CC4CC4)c3C[C@H]2CN1C(=O)c1ccccc1
5.4,COc1cccc2[nH]c(-c3ccccn3)nc12
6.0,c1cc(CSc2ncnc3[nH]cnc23)ccn1
4.4,COc1ccc2c(c1)OCc1c-2oc2cc(OC)ccc12
4.9,Cc1ccccc1-c1ccc2ncnc(N(C)Cc3ccco3)c2c1
4.8,BrC1C(Br)C(Br)C(Br)C(Br)C1Br
4.6,O=[N+]([O-])c1ccc2[nH]cnc2c1
4.5,CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2.O=C(O)/C=C\C(=O)O
5.5,C[C@]1(c2ccccc2)O[C@@H]2C[C@@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5(C)[C@]4(F)[C@H](O)C[C@]3(C)[C@@]2(C(=O)CO)O1
5.2,C[C@@H](C(=O)O)/C(=C/c1ccc2c(c1)OCO2)C(=O)O
4.6,COCCn1c(=O)c(-c2cn(C)c3ccccc23)nc2cnc(N3CCNCC3)nc21
4.8,COCCn1c(=O)c(-c2ccc(OC)cc2)nc2cnc(N3CCNCC3)nc21
5.5,COC(=O)C/C=C\[C@@H](C)[C@@H](/C=N\O[C@@H](C)CN1CCCc2nc(C)c(C)cc21)OC
4.9,Cn1cccc1C(=O)N1CCC2(CCCN(c3ccc(-c4ccccc4)cc3)C2)CC1
4.5,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2ccccc12
5.2,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@H]2c3cccc4c3c(cn4C)C[C@@H]21
5.0,O=[N+]([O-])c1c2ccccc2cc2ccccc12
4.8,O=C(c1csnn1)N1CCC2(CC1)CN(Cc1ccncc1)C2
4.8,CC(=O)N1CCC2(CCCN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)CC1
4.8,CN(C)Cc1ccccc1-c1ccc2ncnc(N(C)Cc3ccco3)c2c1
6.1,Nc1ncnc2nc(-c3ccc(C[P+](c4ccccc4)(c4ccccc4)c4ccccc4)cc3)[nH]c12
5.8,COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1
5.3,C#C[C@]1(O)CC[C@@H]2[C@H]3CCC4=Cc5oncc5C[C@]4(C)[C@@H]3CC[C@@]21C
7.1,CC(C)NC(=O)N1CC2(CCN(C(=O)c3ccncc3)CC2)C1
5.3,CC(=O)OC1CC[C@@]2(C)C3CC(=O)[C@]4(C)C(C(C)=O)=CCC4C3CC[C@H]2C1
5.8,CC(=O)N1[C@H](C)C=C[C@]1(Cc1ccccc1)C(=O)NCCc1c[nH]c2ccccc12
5.2,CCCCCCN(C(=O)CCCCCN1C(=O)NC(c2ccccc2-c2ccccc2)C(C(=O)OCc2ccccc2)=C1C)C(C(=O)NCCCC)c1ccc(OCC(=O)OC)c(C(=O)OC)c1
5.7,COc1cc2nncc(SCc3ccc(Cl)c(Cl)c3)c2cc1OC
4.8,CCc1c2c(nc3ccc(OC)cc13)OC(CC)C2
5.1,CCC1/C=C/C=C\CC(C)C(O)[C@@](C)(O)C(=O)C(C)C(O)C(C)C(=O)C(C)C(O)C(C)/C=C\C(=O)O[C@H]2C(C)C(CC1)O[C@]1(CCC(C)C(CC(C)O)O1)C2C
5.6,O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1
5.9,CCCCCCc1ccc(O)cc1O
4.9,N[C@H](C(=O)O)c1cc(O)cc(O)c1
5.0,CCCC1(C(=O)OC)C=C2C(=C(c3ccccc3)C(=O)C2C)CN1
5.4,CO/N=C(\C)CCN1CCCCc2nc(C)c(C)cc21
4.8,COc1ccccc1N1CCN(CCn2c(=O)[nH]c3c([nH]c4ccccc43)c2=O)CC1
5.4,CC/C=C\CC[C@H](OC(=O)c1ccc(Br)cc1)C1=CCCCC1=O
5.9,COC(=O)[C@@H]1CC[C@H](C)[C@@H](c2ccc(C)cc2)N1C(=O)c1ccc(/C=N\O[C@@H](C)c2cn([C@H](CO)Cc3ccccc3)nn2)cc1
4.5,Nc1ccn([C@@H]2O[C@@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
4.5,O=C(Oc1ccccc1)N1CCC2(CCCN(c3ccccc3)C2)CC1
5.6,COc1ccc(CCN(C)CCC[C@@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
5.4,[C-]#[N+]/C(C#N)=C\c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
5.5,C/C(CCC(=O)OC[C@@H]1O[C@H](C#Cc2ccccc2)C=C[C@@H]1Oc1ccc(C)cc1)=N/O[C@@H](C)c1cn([C@H](CO)Cc2ccccc2)nn1
5.7,COc1ccc2[nH]cc(CCNc3ncnc4ccc(-c5ccc6c(c5)OCO6)cc34)c2c1
5.1,Cc1cccc(CNc2cc(-c3ccccc3C)ncn2)c1
4.8,COc1cccc(Cn2c(=O)c(CCc3ccccc3)nc3cnc(N4CCNCC4)nc32)c1
5.5,Nc1nc(Cc2ccccc2)nc(Cc2ccccc2)c1-c1ccccc1
5.7,COc1ccc([C@@H](Nc2ccccn2)c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)cc1
5.4,O=C(O)c1ccccc1-c1ccccc1C(=O)Nc1ccc2c(c1)nc(O)c1ccccc12
5.4,CCCNC(=O)OC[C@@H]1O[C@H](CCO/N=C(\C)CCN2CCCc3nc(C)c(C)cc32)C=C[C@@H]1Oc1ccc(OC)cc1
4.4,CCCN(CCC)CCc1ccc(O)c(O)c1
4.4,NCCC(=O)NCCc1c[nH]cn1
4.7,COc1ccccc1CN1CC[C@@]2(CCCN(S(C)(=O)=O)C2)C1
5.0,Cn1cccc1C(=O)N1CCC[C@@]2(CCN(c3ccccc3)C2)C1
5.7,CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CC3CC3)[C@]2(Cc2ccccc2)[C@H]2C1=CC[C@H]1C(=O)NC(=O)[C@H]12
4.9,CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]3CCCC[C@H]3N)nc21
4.6,Cc1noc(C)c1-c1cc(NC2CC2)ncn1
5.3,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1
4.7,Cn1cc(-c2nc3cnc(N4CCNCC4)nc3n(-c3ccccc3)c2=O)c2ccccc21
5.0,CN(C)c1ncc2nc(CCc3ccccc3)c(=O)n(C3CC3)c2n1
4.6,O=[N+]([O-])c1cc2nc(O)c(O)nc2cc1[N+](=O)[O-]
5.5,O=C(c1ccncc1)N1CCC2(CCCN(c3ncccn3)C2)CC1
4.8,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)C
5.2,CS(=O)(=O)Nc1cccc(-c2ccc3ncnc(NC4CC4)c3c2)c1
6.0,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N(C)C)n(Cc4nc5ccccc5[nH]4)c3C[C@H]2CN1C(=O)c1ccccc1
4.8,CN1C[C@@H]2C(c3ccc(Cl)nc3)C3(c4ccc(C#N)cc4)CC2(C3)[C@H]1c1ccccc1
6.3,O=C1c2ccccc2-c2cc([N+](=O)[O-])c([N+](=O)[O-])cc21
4.9,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
4.8,CC(=O)OC1CC2C(C)(C)C=CC(=O)[C@@]2(C)C2CC[C@@]3(C)C(c4ccoc4)OC(=O)C4OC43[C@]12C
5.5,Cc1c(-c2ccc(O)cc2)nn(-c2ccc(O)cc2)c1-c1ccc(OCCN2CCCCC2)cc1
4.9,O.O.O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
4.7,CCCn1c(-c2ccc(F)cc2)nc2c(NCCCN(CC)CC)nc(C)nc21
5.4,C[C@@H]1O[C@@H]2C3=C(C(=O)[C@H]4O[C@@H]4[C@H]3O)C1[C@H]1[C@H](C)OC=C3[C@H](O)[C@H]4O[C@H]4/C(=N\OCc4ccccc4)[C@@]321
