pchembl_value,canonical_smiles
4.6,C=C(C)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@@]14C.CC(C)(O)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@@]14C
4.4,COc1ccccc1C1C(C(=O)c2ccccc2)=C(O)C(=O)N1CCO
4.4,CC1(C)CO[C@H](CC(=O)O)CN1
4.75,COc1ccc(NC(=O)COC(=O)CCCc2c[nH]c3ccccc23)cc1OC
6.7,O=C(c1ccccc1)c1nc2ccccc2n(CCCn2c(=O)c(C(=O)c3ccccc3)nc3ccccc32)c1=O
5.05,C=CCNC(=O)c1onc(CSc2ccc(F)cc2)c1C(=O)O
5.4,Cc1cc(C)n(-c2cc(N3CCN(C(=O)c4ccc(C(C)(C)C)cc4)CC3)ccc2[N+](=O)[O-])n1
4.85,CCOC(=O)Cc1csc(NC(=O)c2ccc(S(=O)(=O)N3CCCCC3)cc2)n1
4.5,c1cncc(-c2nnc3n2C2(CCCCC2)Cc2ccccc2-3)c1
5.5,COC(=O)C/C=C\[C@@H](C)[C@@H](/C=N\OC[C@@H](C)[C@H](OCc1ccccc1)C(C)C)OC
4.9,Cc1ccccc1NS(=O)(=O)c1ccc2ncc(C(=O)NCCCN3CCOCC3)c(O)c2c1
5.5,Cc1cc(C)c(C#N)c(SCc2cc3c(cc2Cl)OCO3)n1
4.8,CCNc1ncc2nc(-c3cc(F)cc(F)c3)c(=O)n(CCc3ccccc3)c2n1
5.1,O=C(Nc1ccc(Cl)cc1)OC(CN1CCCCC1)C(F)(F)F
6.05,O=C(NC(Cc1c[nH]c2ccccc12)c1nnc2n1CCCCC2)c1ccccc1Cl
5.6,CCOc1ccccc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1
5.7,Fc1ccc([C@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1
4.7,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N(C)C)n(Cc4cc(C)n(C)n4)c3C[C@H]2CN1C(=O)c1ccccc1
4.85,Nc1ccccc1C#Cc1ccccc1
5.4,CC(=O)Nc1cc(C(F)(F)F)ccc1Oc1cccc(Br)c1
5.55,O=C(c1ccccc1)c1ccc(OCCn2cnc3ccccc3c2=O)cc1
5.5,O=[N+]([O-])c1ccc(S(=O)(=O)Cc2ccccc2)c([N+](=O)[O-])c1
5.2,NC1(C(=O)O)C[C@H](C(=O)O)[C@H](C(=O)O)C1
4.8,CCOc1ccc(N/N=C(/C#N)C(N)=O)cc1
6.5,Cl.c1ccc(-c2nc(NCCCn3ccnc3)c3oc4ccccc4c3n2)cc1
4.9,Cc1cc(C)c(C(N)=O)c(SCC(=O)c2ccc(Cl)cc2)n1
6.9,C=C[C@@]1(C)CC(=O)[C@@]2(O)[C@@]3(C)[C@@H](O)CCC(C)(C)[C@@H]3[C@H](OC(=O)CCN(C)C)[C@H](OC(C)=O)[C@@]2(C)O1
4.6,Cc1nc2cnc(N3CCNCC3)nc2n(Cc2ccc(F)cc2)c1=O
5.0,COC(=O)COc1ccc(/C=C2/SC(=O)N(CC(=O)N3CCCC3)C2=O)cc1Br
4.85,Oc1ccc(C2Nc3cccc4cccc(c34)N2)c(O)c1
4.6,Cn1c(=O)cnc2cnc(Nc3ccccc3)nc21
5.95,CCc1nc(SCC(=O)c2ccc(Cl)s2)c2oc3ccccc3c2n1
6.45,COc1cccc(OC)c1C(=O)NC(=S)N1CCN(c2ccc(C(F)(F)F)cc2[N+](=O)[O-])CC1
4.9,CCNc1ncc2ncc(=O)n(Cc3cccc(OC)c3)c2n1
5.4,COc1ccccc1CCn1c(=O)c(-c2ccc(F)cc2)nc2cncnc21
5.3,C[C@@H]1CC[C@H]2C(=O)NC[C@@H](O)CN2[C@@H]1c1ccc(Br)cc1
5.8,COc1cccc(-c2cc(NCCc3c[nH]c4ccc(OC)cc34)ncn2)c1
5.6,Cc1ccc(NC(=O)c2sccc2SCc2cccc(C(F)(F)F)c2)cc1
4.8,CCC1NC(=S)N(C2CCCCC2)C1=O
4.85,Cc1c(/N=C/c2ccco2)n(Cc2ccccc2)c2ccccc12
5.9,O=C(c1cc(O)c(O)c([N+](=O)[O-])c1)c1ccccc1F
4.8,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1
6.15,N#Cc1c(NC(=O)C2CC(c3ccccc3Cl)=NO2)sc2c1CCC2
5.5,C[C@H](Br)CN(C[C@H](C)Br)c1ccc2c(c1)Cc1ccccc1-2
5.6,CO[C@H]1COC(=O)C/C=C\[C@H](C)[C@@H](OC)COC(=O)[C@@H](C)COC(=O)C/C=C\[C@@H]1C
6.5,O=c1c2ccccc2c2ccccc2c(=O)n1-c1cc2c3ccccc3ccc2c2ccccc12
4.6,CC1(C)CC(=O)C2=C(C1)N(Cc1ccccc1)C(=O)C2(NC(=O)C(C)(C)C)C(F)(F)F
5.6,COc1cccc(Cn2c(=O)c(-c3cccs3)nc3cncnc32)c1
5.8,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(Cc4cccc5ccccc45)c3C[C@H]2CN1C(=O)c1ccccc1
5.45,CCOC(=O)C1=NNC2(c3ccc(Cl)cc3)C(=O)N(c3cc(C)cc(C)c3)C(=O)C12
5.4,COC(=O)[C@@H]1C[C@H]1[C@@H](NC(=O)Oc1ccc(F)cc1)c1ccccc1
5.1,Nc1cc(Cl)ccc1Oc1ccccc1
4.7,CN1CCN(c2ccc([N+](=O)[O-])cc2C(=O)c2ccc(Br)cc2)CC1
4.6,O=C(c1ccc2c(=O)n(Cc3ccco3)c(=S)[nH]c2c1)N1CCN(c2ccccc2)CC1
5.0,C=CC(=O)NC(C)(C)Cc1ccccc1
6.0,COc1cccc(-c2cncnc2NCc2ccc(OC)cc2OC)c1
5.4,O=S(=O)(NCc1cc(-c2ccc(Cl)cc2)no1)c1ccc(Cl)cc1
5.95,Cc1nn(-c2ccccc2)c(-c2ccccc2)c1C(=O)O
4.8,O=c1c(-c2ccccc2)nc2cncnc2n1Cc1ccccc1
6.1,CCN(Cc1ccncc1)C(=O)[C@@H](CO)c1ccccc1
5.65,CCCCCCN1C=CC(=C/C=C(\C#N)C(=O)OCC)C=C1
5.5,O=c1cc(N2CCN(c3cccc(Cl)c3)CC2)[nH]c(=O)n1C1CCCCC1
5.4,COCCn1c(=O)c(-c2cc(F)cc(F)c2)nc2cnc(Oc3cccc(Cl)c3)nc21
6.25,COC(=O)c1ccc(COc2ccc(/C=C(\C#N)c3nc4ccccc4[nH]3)cc2OC)o1
4.6,Cc1noc2ncnc(Oc3ccc4ccccc4c3)c12
4.7,COC(=O)C1=C(N)N(c2ccccc2C(F)(F)F)C2=C(C(=O)CCC2)C1c1ccc2c(c1)OCO2
5.35,CC(Oc1ccccc1)c1ccnn1S(=O)(=O)c1ccccc1
4.7,Cl.OC(COCC1COc2ccccc2O1)CN1CCN(c2ccccc2F)CC1
5.0,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(Cc4ccc(S(C)(=O)=O)cc4)c3C[C@H]2CN1C(=O)c1ccccc1
5.55,O=C(Nc1ccc(Cl)cc1)OCc1cc(-c2ccccc2)on1
5.4,Oc1cc2c(cc1O)CN(C(=S)NCCc1ccc(Cl)cc1)CCC2
5.0,O=C(CCNC(=O)Cn1cnc2ccccc2c1=O)NCC1COc2ccccc2O1
5.8,CC1CC(C)CN(C/C=C/c2ccccc2[N+](=O)[O-])C1
4.9,Cc1ccc(SCCCn2cnc3ccccc3c2=O)cc1
4.9,O=C(Nc1cccc(F)c1)N1CC[C@@]2(CCCN(C(=O)Oc3ccccc3)C2)C1
6.5,N=C1/C(=C/c2cccs2)C(=O)N=C2SN=C(SCc3ccccc3)N12
6.7,CC1=CC(C)(C)Nc2ccc(CSc3ccccc3)cc21
4.8,Oc1ccnc2cccc(Cc3ccccc3)c12
5.2,Cc1c(C(=O)NN2CCOCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(I)cc1
5.55,CCOC(=O)C1=C(N)n2c(s/c(=C/c3ccccc3)c2=O)=C(C(=O)OCC)C1c1ccccc1
6.4,CCN(CC)C(=S)SSC(=S)N(CC)CC
7.15,O=C(CSc1nnc2c(n1)[nH]c1ccc(F)cc12)OCc1ccccc1
5.8,Cn1nc(C(F)(F)F)c(/C=N/OCc2c(Cl)cccc2Cl)c1Cl
5.75,COc1ccc(NC(=O)c2c(C(F)(F)F)nn(C)c2SCc2ccccc2)cc1
5.4,O=C(CSC1CC(=O)N(CC(c2ccccc2)c2ccccc2)C1=O)Nc1ccc(Cl)cc1
4.95,O=C(CCCNC(=O)/C(=C\c1ccccc1F)NC(=O)c1ccccc1)OCc1ccccc1
5.9,c1ccc(SCCc2ccncc2)cc1
5.4,O=[N+]([O-])c1ccc(-c2c[nH]c(SCc3ccccc3Cl)n2)cc1
5.1,O=C(O)/C=C\c1c2ccc(=O)c(O)c-2oc2c(O)c(O)ccc12
5.15,O=C(N/N=C/c1cccc(Oc2ccccc2)c1)c1cccc(Br)c1
5.3,CCOc1ccc(NC(=O)CSc2nnc(CCNC(=O)c3ccc(OC)cc3)n2CC)cc1
4.7,O=C(O)CCC/C=C\C[C@@H]1CO[C@H](C(F)(F)F)O[C@@H]1c1ccccc1O
5.5,S=C(NCc1ccco1)N1CCN(C(c2ccccc2)c2ccccc2)CC1
5.05,NNc1nc(-c2ccccc2)cc(-c2ccccc2O)n1
5.4,COc1ncc2nc(-c3ccc(Cl)cc3)c(=O)n(CCc3ccccc3)c2n1
6.05,CC(=O)Nc1ccc(Nc2ncnc3c2cnn3-c2ccccc2)cc1
4.95,CC(C)CC(C(=O)NCC1CCCO1)N(C(=O)Cn1nnc(-c2ccc(F)cc2)n1)c1ccccc1F
5.1,CN(C)Cc1cc(O)c(O)c(CN(C)C)c1
6.1,CN(C)c1ccc(-c2nc(NCCc3cnc[nH]3)c3ccccc3n2)cc1
5.5,COC(=O)C(NNc1ccccc1)(NC(=O)c1ccccc1F)C(F)(F)F
5.9,Cc1nn(Cc2c(Cl)cccc2Cl)c(C)c1NC(=O)c1cnn2c(C(F)F)cc(-c3ccccc3)nc12
4.6,COc1ccc(-c2cc(C(F)(F)F)n3nc(C(=O)N4CCCCC4)cc3n2)cc1
4.9,N[C@@H](C(=O)O)c1ccc(C(=O)O)c(C(=O)O)c1
4.4,Cc1ccc(CCNC(=O)C2CC(c3ccccc3[N+](=O)[O-])=NO2)cc1
6.4,COc1ccc2[nH]cc(CCNc3ncncc3-c3ccc(C(=O)N(C)C)cc3)c2c1
4.9,O=c1c(-c2cccs2)nc2cnc(N3CCNCC3)nc2n1Cc1cccs1
4.85,CCOc1ccc(/C=N/NC(=O)COc2ccccc2-c2ccccc2)cc1
5.4,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(Cc4cc(C)n(C)n4)c3C[C@H]2CN1C(=O)c1ccccc1
5.1,CCCCOC(=O)c1cc2c3ccccc3nc-2c[nH]1
4.7,CCNCc1cc(OCC)c(OCC(=O)NCCc2ccccc2)cc1Cl.Cl
4.65,COc1cc(O)oc1/C=N/c1ccc(Cl)cc1
5.9,CCc1nnc(/N=C/C2=C(O)OC(C)(C)OC2=O)s1
6.0,O=C(CCOc1ccccc1)Nc1ccccc1
4.8,CCC(C)NC(=O)c1ccccc1NC(=O)Nc1ccccc1
4.95,COc1ccc(NC(=O)CSc2nnc(Cc3cccn3C)n2CCc2ccccc2)c(OC)c1
4.9,O=C(c1cccc(F)c1)N1CCC2(CCCN(c3cccc(-c4ccccc4)c3)C2)CC1
5.0,CCSc1c(C(=O)NC)ccc2c1C(=O)c1ccccc1C2=O
5.35,CC1(C)CC2=Nc3cc4c(cc3C(c3ccc(F)cc3)C2=C(O)C1)OCO4
4.65,Cc1ccccc1N(C(=O)Cc1cccs1)C(C(=O)NCC1CCCO1)c1cccnc1
5.0,CCCCn1c(SC(C)C(=O)c2ccc(OC)cc2)nc2cc(S(N)(=O)=O)ccc21
5.45,O=C(CN1CCN(c2ccc(Cl)cc2)CC1)Nc1ccc(F)c(F)c1
5.5,O=C(NCc1ccccc1)c1ccc(S(=O)(=O)N2CCCc3ccccc32)cc1
5.1,COc1cccc(NS(=O)(=O)c2ccc3ncc(C(=O)NCCN4CCOCC4)c(O)c3c2)c1
5.7,O=C1C(Cl)=C(Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)C(=O)c2ccccc21
4.8,Cc1cc([N+](=O)[O-])nn1CC(=O)NN=C(S)Nc1ccc([N+](=O)[O-])cc1
4.8,Cc1nn2c(nc(O)c3ccccc32)c1C=O
5.6,O=C(O)c1ccccc1-c1ccccc1C(=O)Nc1ccc2c(c1)Cc1cc(F)ccc1-2
5.35,Cc1ccc(-n2nc3ccc(NC(=O)c4ccc5c(c4)OCO5)cc3n2)cc1
6.25,CN1C(=O)/C(=C/c2ccccc2OCc2ccccc2F)NC1=S
5.0,Clc1ccc(CSc2nnc(-c3cccnc3)o2)cc1
5.1,Cc1ccc(OCC(=O)N2CCN(c3ccc([N+](=O)[O-])c(N4CCOCC4)c3)CC2)cc1
5.4,C/C(=N/NS(=O)(=O)c1ccc(C)cc1)c1cccc(NC(=O)c2cccc(Cl)c2)c1
6.4,COc1cccc(C(=O)C2=C(O)C(=O)N(Cc3cccnc3)C2c2ccco2)c1
5.0,O=C(NCC1CC1)[C@@H]1C[C@H]1[C@@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1
5.15,CC1CCCC(C)N1C(=O)c1ccccc1Nc1ccc(SC(F)F)cc1
6.55,CCOC(=O)c1c(NC(=O)CCCN2CCOCC2)sc2c1CC(C)(C)OC2
5.4,COC(=O)c1sccc1NC(=O)c1cc(-c2ccc(C)cc2)nc2ccccc12
5.1,CCCOC(=O)c1c(-c2ccccc2)nc(CC)c(C(=O)SCC)c1CCC
4.9,NS(=O)(=O)c1ccc(CCNC(=O)CSc2ccccc2)cc1
5.35,COc1ccc(NC(=O)CCNS(=O)(=O)c2ccc3c(c2)CCC(=O)N3)cc1
5.6,O=S(=O)(c1ccccc1)N1CCC[C@@]2(CCN(c3ccccc3)C2)C1
5.0,CCCCOc1ccc(C(=O)NCc2ccco2)cc1
5.95,CCCN(CCC)C(=O)CSc1nc2ccccc2c(=O)n1CC1COc2ccccc2O1
4.8,O=c1c(-c2ccc(Cl)cc2)nc2cnc(N3CCNCC3)nc2n1-c1ccccc1
4.9,O=[N+]([O-])C(/C=C(\Cl)[N+](=O)[O-])=C1N(Cc2ccc(Cl)nc2)CCN1Cc1ccc(Cl)nc1
4.4,CC#CCCCC(=O)Nc1ccc(C(=O)O)cc1
5.0,Cn1c(=O)c(CCc2ccccc2)nc2cnc(Nc3ccccc3)nc21
4.7,Cc1oc(-c2ccccc2Cl)nc1CSCC(=O)NC1CC1
4.85,O=C(OCc1nc2ccccc2[nH]1)C12CC3CC(CC(C3)C1)C2
5.1,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(CCSCCO)c3C[C@H]2CN1C(=O)c1ccccc1
4.8,COc1cnc(-c2ccccn2)nc1Sc1c(Cl)cccc1Cl
5.5,O=C1C(O)=C(C(C2=C(O)C(=O)c3ccccc3C2=O)c2ccc(Cl)cc2)C(=O)c2ccccc21
5.0,CNC(=O)[C@H](C)[C@H]1C[C@]1(C)[C@H](NC(=O)OCc1ccccc1)c1ccccc1
5.7,CCC/C=C(\CCC)C(NS(=O)(=O)c1cccc2cccnc12)c1ccc(-c2ccccc2)cc1
4.6,CC(=O)Nc1cc(-c2ccccc2)nn1Cc1ccc(Cl)cc1
5.65,COc1ccc(C(=O)Oc2cc(/C=N/NS(=O)(=O)c3ccc(C)cc3)ccc2OC)cc1
6.75,COC(=O)c1ccccc1NS(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2
4.7,O=C(/C=C\c1ccc(O)cc1)c1ccc(O)cc1O
5.85,Cc1ccc(-c2nnc(N(C)C(=O)c3cccnc3)s2)cc1
5.4,O=S(=O)(/N=C(\Sc1ccccc1)c1ccccc1)c1ccc(Cl)cc1
6.3,Cc1cccc(CNc2nc(-c3cccc(NS(C)(=O)=O)c3)nc3ccccc23)c1
4.7,COCCn1c(=O)c(C)nc2cnc(Oc3ccc(OC)cc3)nc21
5.0,CC(=O)Nc1ccc(Sc2ncccc2C(=O)Nc2ccc(F)cc2)cn1
5.85,CCOC(=O)C1=C(C)N(Cc2ccccc2)C(=O)NC1c1ccc(OC)cc1
7.1,Cc1c(Cl)cccc1NC(=O)c1ccc(-n2ccnc2)nc1
5.55,O=C(Nc1ccccc1)OCc1cc(-c2ccc(Cl)cc2)on1
5.6,Cc1ccc(S(=O)(=O)NC(=O)CSc2nc3ccccc3s2)cc1
4.8,Cc1c(-n2cc(C(=O)c3cc(Cl)ccc3O)cc(C#N)c2=O)c(=O)n(-c2ccccc2)n1C
5.5,CCOC(=O)c1c(C)[nH]c(C)c1C(=O)COC(=O)c1cccc(S(=O)(=O)N(CC)CC)c1
5.0,COCc1nnc(NC(=O)c2ccc(S(=O)(=O)N3CCCCCC3)cc2)o1
4.5,CC1(C)OC(=O)C(/C=N/CC(O)c2ccccc2)=C(O)O1
5.0,Cc1nc2c(C)cccn2c1C(=O)C1=C(O)C(=O)N(CCN2CCOCC2)C1c1cccs1
4.7,Cc1cc(=O)oc(C)c1C(=O)Nc1ccc(Cl)cn1
4.5,CCN(CC)C(=O)CSc1nnc(-c2ccncc2)n1N
4.4,CCCOC(=O)c1c(NC(=O)/C=C/c2cnn(C)c2C)sc(C(=O)OCC)c1C
5.9,COc1ccc2[nH]cc(CCNc3ccnc(-c4cccc(C#N)c4)n3)c2c1
4.9,COCCn1c(=O)c(-c2ccccc2)nc2cnc(OCc3ccccc3)nc21
5.4,CCCCn1ccnc1C(=O)c1ccc(S(=O)(=O)N(CCOC)CCOC)cc1
5.6,CCCc1ccc(-c2cc(C(=O)NN3CCOCC3)c3ccccc3n2)cc1
5.7,COc1cccc(C(=O)N(C)c2nnc(-c3ccncc3)s2)c1
5.7,CCOC(=O)Cn1c(-c2ccccc2)nc2ccccc2c1=O
4.75,CCCCNC(=O)CCC(=O)Nc1ccc2nc(N3CCOCC3)cc(C)c2c1
6.05,CC1CCN(CCOc2cc(Cl)ccc2Cl)CC1
5.15,COc1ccc(-n2c(=O)[nH]cc(C(=O)Nc3ccc4c(c3)OCCO4)c2=O)cc1
5.1,Clc1ccccc1CSc1nnc(/C=C/c2ccccc2)o1
5.15,O=C(c1ccccc1)c1nn(-c2cccc(Cl)c2)c2nc(-c3ccccc3)cc(=O)n12
4.75,C=CCn1c(S)nnc1C(C)NC(=O)c1ccccc1
5.55,CCSc1nc(O)c2c3c(sc2n1)COC(C)(CC)C3
4.8,O=C1C(Cc2ccccc2)S/C(=N\c2ccccc2)N1c1ccccc1
5.5,C[C@]12CC[C@H]3c4ccc(OC[C@H]5CO5)cc4CC[C@H]3[C@H]1CC[C@@H]2O
6.1,COc1ccccc1CNc1nc(-c2ccoc2)nc2ccccc12
5.1,CCOCC(=O)Nc1cc(C(F)(F)F)ccc1Oc1cccc(Br)c1
4.4,Cc1cccc(-c2nnc(SCc3ccccc3)o2)c1
5.15,O=C(Nc1nc(-c2ccccc2)cs1)c1cccc([N+](=O)[O-])c1
6.7,CCCn1nnnc1NC(=O)c1ccc(C)cc1Cl
4.55,CC(=O)c1ccc(OC(=O)C2c3ccccc3Oc3ccccc32)cc1
6.2,CCOC(=O)c1c(C)[nH]c2c1cc(O)c1ccccc12
5.75,O=C(NNS(=O)(=O)c1ccc(Cl)cc1)c1cnn(-c2ccccc2)c1-n1cccc1
4.8,CCNc1ncc2nc(CCc3ccccc3)c(=O)n(-c3ccc(OC)cc3)c2n1
6.2,O=C(CSc1nc(-c2ccccc2)nc2ccccc12)Nc1nccs1
5.2,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12
5.0,COc1ccc2c(=O)c(-c3ccccc3)c(C)oc2c1
5.6,CCNC(=O)COC(=O)c1cc(-c2ccc(OC)cc2)nc2ccccc12
5.5,O=[N+]([O-])c1ccc2c(/N=N\c3ccc4ccccc4c3O)c(O)cc(S(=O)(=O)O)c2c1
5.55,CN1C(=O)C(CC(=O)Nc2ccc(F)cc2)N(CCCc2ccccc2)C1=S
5.25,Cc1cccc(NC2=NN=C(c3ccc4c(c3)OCCO4)CS2)c1
5.4,O=C(NC(=S)Nc1cccc(Cl)c1N1CCCCC1)c1cccs1
5.75,Fc1ccc2c(c1)C1C=CCC1C(c1cc3c(cc1Br)OCO3)N2
4.5,O=C(O)CCc1ccc(-c2ccc(Cl)cc2)n1CCC(=O)O
5.35,O=C(/C=C/c1ccccc1)N/C(=C/c1ccccc1)C(=O)Nc1ccccc1O
4.8,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N(C)C)n(Cc4ccc(S(C)(=O)=O)cc4)c3C[C@H]2CN1C(=O)c1ccccc1
5.85,COc1ccc(-c2cc(=O)oc3cc4occ(C)c4cc23)cc1
4.85,Cc1cccc(-n2ncc3c(NCCCN4CCCC4=O)ncnc32)c1
5.75,C=CCO/C(O)=C1\C(C)=NC(SC)=C(C#N)C1c1cccs1
6.35,C=CCSc1nnc2c(n1)OC(c1c(C)[nH]n(-c3ccccc3)c1=O)Nc1ccccc1-2
5.2,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(Cc4ccc(OC(F)(F)F)cc4)c3C[C@H]2CN1C(=O)c1ccccc1
4.95,COc1cc2c(cc1OC)C(C(=O)Nc1ccc3c(c1)OCCO3)C(c1cccnc1)N(C)C2=O
6.9,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C
4.9,O=C(c1cnccn1)N1CCC2(CCCN(C(c3ccccc3)c3ccccc3)C2)CC1
4.8,CC(=O)N1CCN(C(=O)CC2OC(=O)c3ccccc32)CC1
4.65,COc1ccc(C(=O)NC2CC3CCCC(C2)N3CC(C)C)cc1OC
5.45,Cc1cccc(Nc2nnc(-c3ccc(C(=O)N4C[C@H]5C[C@H](C4)c4cccc(=O)n4C5)cc3)c3ccccc23)c1
4.9,CCS(=O)(=O)c1ccc2c(c1)N(S(=O)(=O)c1ccccc1)CC(C(=O)O)O2
5.6,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2c1c(-c1ccccc1)c(-c1ccccc1)c(-c1ccccc1)c2-c1ccccc1
4.9,COc1cccc(Cn2c(=O)c(-c3cccs3)nc3cnc(N4CCNCC4)nc32)c1
4.8,Cc1cnn(CCC(=O)NN=C(S)Nc2cccc(Cl)c2)c1
4.85,CCCn1nc2cc(C(=O)NCc3ccccc3)ccc2c1OCC
7.6,CC(C)CC(=O)N1CCN(Cc2cccc(F)c2)CC1
4.7,COc1ccc(-c2nnc(-c3ccc(OCC(C)C)cc3)o2)cc1
6.5,c1ccc(CSCCc2ccncc2)cc1
5.2,c1ccc(-c2nc(-c3cccs3)[nH]c2-c2ccccc2)cc1
5.2,CC(NC(=O)c1ccc(Cn2cc([N+](=O)[O-])cn2)o1)c1ccccc1
5.15,Brc1ccc(/C=C/C=N/Nc2nc3ccccc3s2)cc1
4.75,CN1CCc2nc3ccc(F)cc3c(C(N)=O)c2C1.Cl
5.4,CSc1nc2ccccc2cc1/C=C(\C#N)c1ccccc1
4.5,CS(=O)(=O)N1CCC2(CCN(Cc3ccncc3)CC2)CC1
4.9,COCCCC/C(=N/OCCN)c1ccc(C(F)(F)F)cc1
5.5,NS(=O)(=O)c1ccc(/N=N\c2cccnc2O)cc1
7.0,Oc1c(Cl)cc(C(c2cc(Cl)c(O)c(Cl)c2)C(c2cc(Cl)c(O)c(Cl)c2)c2cc(Cl)c(O)c(Cl)c2)cc1Cl
6.1,CSc1c(-c2ccccc2)nc2ccc(Cl)cc2c1C(=O)O
5.95,Cc1ccc(-c2cc(-c3nnc(SCC(=O)NC(C)C(C)C)n3N)c3ccccc3n2)cc1
4.85,CCN1CCc2nc(NC(=O)CC(c3ccccc3)c3ccccc3)sc2C1
4.9,CCc1ccc(N2C(=O)/C(=C/c3cccs3)N(CC(=O)OC)C2=S)cc1
4.6,c1ccc(CN2CCC3(CCNCC3)CC2)cc1
5.2,CC(C)[C@@]1(NC(=O)[C@@H]2C[C@H]3c4cccc5[nH]cc(c45)C[C@@H]3N(C)C2)O[C@@]2(O)[C@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O.CS(=O)(=O)O
4.75,CCCCCCCCn1cc(C(C)=O)c(=O)[nH]c1=O
7.4,Cc1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccccc2C(=O)NCc2ccco2)cc1
4.9,CCOc1ccc(NC(=O)N2CCC(C(=O)c3ccc(F)cc3)CC2)cc1
